Linha,Rotulo Verdadeiro,Rotulo Classificado
1359,3.0,3.0
1360,1.0,1.0
1361,2.0,2.0
1362,1.0,1.0
1363,3.0,3.0
1364,3.0,3.0
1365,2.0,2.0
1366,1.0,1.0
1367,1.0,1.0
1368,1.0,1.0
1369,1.0,1.0
1370,3.0,3.0
1371,1.0,1.0
1372,1.0,1.0
1373,3.0,3.0
1374,1.0,1.0
1375,3.0,3.0
1376,1.0,1.0
1377,2.0,2.0
1378,3.0,3.0
1379,1.0,1.0
1380,1.0,1.0
1381,1.0,1.0
1382,2.0,2.0
1383,1.0,1.0
1384,1.0,1.0
1385,3.0,3.0
1386,1.0,1.0
1387,1.0,1.0
1388,1.0,1.0
1389,1.0,1.0
1390,2.0,2.0
1391,3.0,3.0
1392,2.0,2.0
1393,1.0,1.0
1394,1.0,1.0
1395,1.0,1.0
1396,1.0,1.0
1397,1.0,1.0
1398,1.0,1.0
1399,2.0,2.0
1400,1.0,1.0
1401,2.0,2.0
1402,3.0,3.0
1403,2.0,2.0
1404,3.0,3.0
1405,1.0,1.0
1406,3.0,3.0
1407,1.0,1.0
1408,1.0,1.0
1409,1.0,1.0
1410,2.0,2.0
1411,2.0,2.0
1412,1.0,1.0
1413,2.0,2.0
1414,3.0,3.0
1415,1.0,1.0
1416,2.0,2.0
1417,3.0,3.0
1418,2.0,2.0
1419,2.0,2.0
1420,1.0,1.0
1421,1.0,1.0
1422,3.0,3.0
1423,1.0,1.0
1424,1.0,1.0
1425,1.0,1.0
1426,1.0,1.0
1427,3.0,3.0
1428,3.0,3.0
1429,1.0,1.0
1430,1.0,1.0
1431,3.0,3.0
1432,3.0,3.0
1433,1.0,1.0
1434,2.0,2.0
1435,1.0,1.0
1436,2.0,2.0
1437,1.0,1.0
1438,2.0,2.0
1439,1.0,1.0
1440,2.0,2.0
1441,2.0,2.0
1442,1.0,1.0
1443,2.0,2.0
1444,1.0,1.0
1445,3.0,3.0
1446,2.0,2.0
1447,1.0,1.0
1448,3.0,3.0
1449,1.0,1.0
1450,2.0,2.0
1451,1.0,1.0
1452,1.0,1.0
1453,2.0,2.0
1454,2.0,2.0
1455,2.0,2.0
1456,2.0,2.0
1457,3.0,3.0
1458,1.0,1.0
1459,1.0,1.0
1460,3.0,3.0
1461,1.0,1.0
1462,3.0,3.0
1463,1.0,1.0
1464,3.0,3.0
1465,2.0,2.0
1466,2.0,2.0
1467,3.0,3.0
1468,3.0,3.0
1469,1.0,1.0
1470,1.0,1.0
1471,3.0,3.0
1472,3.0,3.0
1473,2.0,2.0
1474,2.0,2.0
1475,1.0,1.0
1476,1.0,1.0
1477,3.0,3.0
1478,2.0,2.0
1479,1.0,1.0
1480,1.0,1.0
1481,1.0,1.0
1482,1.0,1.0
1483,3.0,3.0
1484,2.0,2.0
1485,2.0,2.0
1486,3.0,3.0
1487,2.0,2.0
1488,3.0,3.0
1489,1.0,1.0
1490,2.0,2.0
1491,1.0,1.0
1492,2.0,2.0
1493,1.0,1.0
1494,1.0,1.0
1495,3.0,3.0
1496,1.0,1.0
1497,3.0,3.0
1498,2.0,2.0
1499,2.0,2.0
1500,3.0,3.0
1501,2.0,2.0
1502,2.0,2.0
1503,1.0,1.0
1504,3.0,3.0
1505,3.0,3.0
1506,3.0,3.0
1507,1.0,1.0
1508,1.0,1.0
1509,1.0,1.0
1510,1.0,1.0
1511,2.0,2.0
1512,2.0,2.0
1513,2.0,2.0
1514,3.0,3.0
1515,1.0,1.0
1516,3.0,3.0
1517,2.0,2.0
1518,2.0,2.0
1519,3.0,3.0
1520,1.0,1.0
1521,2.0,2.0
1522,1.0,1.0
1523,1.0,1.0
1524,1.0,1.0
1525,3.0,3.0
1526,1.0,1.0
1527,2.0,2.0
1528,1.0,1.0
1529,2.0,2.0
1530,3.0,3.0
1531,3.0,3.0
1532,1.0,1.0
1533,2.0,2.0
1534,1.0,1.0
1535,3.0,3.0
1536,2.0,2.0
1537,2.0,2.0
1538,1.0,1.0
1539,1.0,1.0
1540,1.0,1.0
1541,1.0,1.0
1542,2.0,2.0
1543,3.0,3.0
1544,3.0,3.0
1545,2.0,2.0
1546,2.0,2.0
1547,3.0,3.0
1548,2.0,2.0
1549,3.0,3.0
1550,2.0,2.0
1551,3.0,3.0
1552,3.0,3.0
1553,2.0,2.0
1554,2.0,2.0
1555,1.0,1.0
1556,1.0,1.0
1557,3.0,3.0
1558,1.0,1.0
1559,3.0,3.0
1560,3.0,3.0
1561,1.0,1.0
1562,3.0,3.0
1563,2.0,2.0
1564,3.0,3.0
1565,2.0,2.0
1566,2.0,2.0
1567,1.0,1.0
1568,1.0,1.0
1569,3.0,3.0
1570,2.0,2.0
1571,3.0,3.0
1572,2.0,2.0
1573,1.0,1.0
1574,1.0,1.0
1575,1.0,1.0
1576,2.0,2.0
1577,3.0,3.0
1578,3.0,3.0
1579,2.0,2.0
1580,1.0,1.0
1581,3.0,3.0
1582,3.0,3.0
1583,3.0,3.0
1584,1.0,1.0
1585,3.0,3.0
1586,1.0,1.0
1587,1.0,1.0
1588,3.0,3.0
1589,1.0,1.0
1590,1.0,1.0
1591,1.0,1.0
1592,3.0,3.0
1593,1.0,1.0
1594,3.0,3.0
1595,3.0,3.0
1596,1.0,1.0
1597,2.0,2.0
1598,3.0,3.0
1599,3.0,3.0
1600,2.0,2.0
1601,2.0,2.0
1602,1.0,1.0
1603,3.0,3.0
1604,1.0,1.0
1605,1.0,1.0
1606,1.0,1.0
1607,2.0,2.0
1608,2.0,2.0
1609,1.0,1.0
1610,2.0,2.0
1611,1.0,1.0
1612,2.0,2.0
1613,1.0,1.0
1614,3.0,3.0
1615,1.0,1.0
1616,1.0,1.0
1617,1.0,1.0
1618,3.0,3.0
1619,2.0,2.0
1620,3.0,3.0
1621,2.0,2.0
1622,2.0,2.0
1623,2.0,2.0
1624,2.0,2.0
1625,1.0,1.0
1626,3.0,3.0
1627,1.0,1.0
1628,3.0,3.0
1629,1.0,1.0
1630,1.0,1.0
1631,1.0,1.0
1632,1.0,1.0
1633,3.0,3.0
1634,2.0,2.0
1635,1.0,1.0
1636,1.0,1.0
1637,3.0,3.0
1638,3.0,3.0
1639,3.0,3.0
1640,1.0,1.0
1641,2.0,2.0
1642,1.0,1.0
1643,1.0,1.0
1644,1.0,1.0
1645,1.0,1.0
1646,2.0,2.0
1647,1.0,1.0
1648,3.0,3.0
1649,1.0,1.0
1650,3.0,3.0
1651,1.0,1.0
1652,1.0,1.0
1653,3.0,3.0
1654,2.0,2.0
1655,1.0,1.0
1656,3.0,3.0
1657,1.0,1.0
1658,2.0,2.0
1659,2.0,2.0
1660,2.0,2.0
1661,3.0,3.0
1662,2.0,2.0
1663,3.0,3.0
1664,3.0,3.0
1665,3.0,3.0
1666,1.0,1.0
1667,1.0,1.0
1668,2.0,2.0
1669,3.0,3.0
1670,1.0,1.0
1671,3.0,3.0
1672,1.0,1.0
1673,3.0,3.0
1674,2.0,2.0
1675,1.0,1.0
1676,3.0,3.0
1677,2.0,2.0
1678,1.0,1.0
1679,1.0,1.0
1680,3.0,3.0
1681,2.0,2.0
1682,3.0,3.0
1683,2.0,2.0
1684,1.0,1.0
1685,1.0,1.0
1686,3.0,3.0
1687,3.0,3.0
1688,1.0,1.0
1689,1.0,1.0
1690,1.0,1.0
1691,1.0,1.0
1692,2.0,2.0
1693,2.0,2.0
1694,1.0,1.0
1695,3.0,3.0
1696,3.0,3.0
1697,2.0,2.0
1698,2.0,2.0
1699,1.0,1.0
1700,2.0,2.0
1701,1.0,1.0
1702,2.0,2.0
1703,1.0,1.0
1704,3.0,3.0
1705,3.0,3.0
1706,2.0,2.0
1707,1.0,1.0
1708,3.0,3.0
1709,1.0,1.0
1710,1.0,1.0
1711,3.0,3.0
1712,1.0,1.0
1713,3.0,3.0
1714,1.0,1.0
1715,1.0,1.0
1716,1.0,1.0
1717,3.0,3.0
1718,1.0,1.0
1719,1.0,1.0
1720,1.0,1.0
1721,3.0,3.0
1722,1.0,1.0
1723,3.0,3.0
1724,3.0,3.0
1725,2.0,2.0
1726,3.0,3.0
1727,2.0,2.0
1728,3.0,3.0
1729,3.0,3.0
1730,1.0,1.0
1731,2.0,2.0
1732,2.0,2.0
1733,1.0,1.0
1734,1.0,1.0
1735,3.0,3.0
1736,1.0,1.0
1737,2.0,2.0
1738,1.0,1.0
1739,1.0,1.0
1740,3.0,3.0
1741,2.0,2.0
1742,1.0,1.0
1743,1.0,1.0
1744,3.0,3.0
1745,3.0,3.0
1746,3.0,3.0
1747,2.0,2.0
1748,1.0,1.0
1749,1.0,1.0
1750,1.0,1.0
1751,1.0,1.0
1752,1.0,1.0
1753,2.0,2.0
1754,1.0,1.0
1755,2.0,2.0
1756,2.0,2.0
1757,3.0,3.0
1758,1.0,1.0
1759,2.0,2.0
1760,3.0,3.0
1761,3.0,3.0
1762,2.0,2.0
1763,2.0,2.0
1764,3.0,3.0
1765,2.0,2.0
1766,3.0,3.0
1767,1.0,1.0
1768,2.0,2.0
1769,2.0,2.0
1770,3.0,3.0
1771,1.0,1.0
1772,3.0,3.0
1773,2.0,2.0
1774,2.0,2.0
1775,1.0,1.0
1776,3.0,3.0
1777,2.0,2.0
1778,2.0,2.0
1779,2.0,2.0
1780,2.0,2.0
1781,3.0,3.0
1782,2.0,2.0
1783,2.0,2.0
1784,3.0,3.0
1785,1.0,1.0
1786,1.0,1.0
1787,2.0,2.0
1788,2.0,2.0
1789,2.0,2.0
1790,3.0,3.0
1791,2.0,2.0
1792,3.0,3.0
1793,3.0,3.0
1794,3.0,3.0
1795,1.0,1.0
1796,3.0,3.0
1797,3.0,3.0
1798,2.0,2.0
1799,2.0,2.0
1800,2.0,2.0
1801,2.0,2.0
1802,3.0,3.0
1803,3.0,3.0
1804,3.0,3.0
1805,1.0,1.0
1806,2.0,2.0
1807,1.0,1.0
1808,3.0,3.0
1809,3.0,3.0
1810,2.0,2.0
1811,2.0,2.0
1812,3.0,3.0
1813,3.0,3.0
1814,2.0,2.0
1815,3.0,3.0
1816,2.0,2.0
1817,3.0,3.0
1818,1.0,1.0
1819,1.0,1.0
1820,1.0,1.0
1821,1.0,1.0
1822,2.0,2.0
1823,2.0,2.0
1824,1.0,1.0
1825,2.0,2.0
1826,2.0,2.0
1827,1.0,1.0
1828,3.0,3.0
1829,3.0,3.0
1830,1.0,1.0
1831,1.0,1.0
1832,3.0,3.0
1833,3.0,3.0
1834,1.0,1.0
1835,2.0,2.0
1836,2.0,2.0
1837,1.0,1.0
1838,2.0,2.0
1839,1.0,1.0
1840,3.0,3.0
1841,3.0,3.0
1842,3.0,3.0
1843,3.0,3.0
1844,3.0,3.0
1845,1.0,1.0
1846,3.0,3.0
1847,3.0,3.0
1848,1.0,1.0
1849,2.0,2.0
1850,1.0,1.0
1851,1.0,1.0
1852,1.0,1.0
1853,3.0,3.0
1854,3.0,3.0
1855,2.0,2.0
1856,2.0,2.0
1857,1.0,1.0
1858,2.0,2.0
1859,3.0,3.0
1860,1.0,1.0
1861,2.0,2.0
1862,2.0,2.0
1863,1.0,1.0
1864,1.0,1.0
1865,3.0,3.0
1866,3.0,3.0
1867,3.0,3.0
1868,1.0,1.0
1869,1.0,1.0
1870,1.0,1.0
1871,1.0,1.0
1872,2.0,2.0
1873,2.0,2.0
1874,1.0,1.0
1875,3.0,3.0
1876,3.0,3.0
1877,3.0,3.0
1878,2.0,2.0
1879,1.0,1.0
1880,3.0,3.0
1881,3.0,3.0
1882,1.0,1.0
1883,3.0,3.0
1884,1.0,1.0
1885,2.0,2.0
1886,1.0,1.0
1887,3.0,3.0
1888,2.0,2.0
1889,3.0,3.0
1890,2.0,2.0
1891,1.0,1.0
1892,3.0,3.0
1893,2.0,2.0
1894,2.0,2.0
1895,1.0,1.0
1896,2.0,2.0
1897,3.0,3.0
1898,3.0,3.0
1899,3.0,3.0
1900,2.0,2.0
1901,1.0,1.0
1902,3.0,3.0
1903,3.0,3.0
1904,3.0,3.0
1905,3.0,3.0
1906,3.0,3.0
1907,3.0,3.0
1908,1.0,1.0
1909,2.0,2.0
1910,1.0,1.0
1911,1.0,1.0
1912,2.0,2.0
1913,1.0,1.0
1914,2.0,2.0
1915,1.0,1.0
1916,3.0,3.0
1917,3.0,3.0
1918,2.0,2.0
1919,1.0,1.0
1920,1.0,1.0
1921,3.0,3.0
1922,1.0,1.0
1923,2.0,2.0
1924,3.0,3.0
1925,1.0,1.0
1926,2.0,2.0
1927,2.0,2.0
1928,3.0,3.0
1929,2.0,2.0
1930,1.0,1.0
1931,3.0,3.0
1932,3.0,3.0
1933,1.0,1.0
1934,2.0,2.0
1935,1.0,1.0
1936,2.0,2.0
1937,1.0,1.0
1938,2.0,2.0
1939,3.0,3.0
1940,3.0,3.0
1941,1.0,1.0
1942,1.0,1.0
1943,1.0,1.0
1944,3.0,3.0
1945,3.0,3.0
1946,2.0,2.0
1947,1.0,1.0
1948,2.0,2.0
1949,3.0,3.0
1950,3.0,3.0
1951,2.0,2.0
1952,1.0,1.0
1953,2.0,2.0
1954,1.0,1.0
1955,1.0,1.0
1956,2.0,2.0
1957,3.0,3.0
1958,2.0,2.0
1959,1.0,1.0
1960,3.0,3.0
1961,3.0,3.0
1962,3.0,3.0
1963,1.0,1.0
1964,2.0,2.0
1965,1.0,1.0
1966,1.0,1.0
1967,2.0,2.0
1968,2.0,2.0
1969,1.0,1.0
1970,1.0,1.0
1971,1.0,1.0
1972,2.0,2.0
1973,2.0,2.0
1974,2.0,2.0
1975,3.0,3.0
1976,2.0,2.0
1977,2.0,2.0
1978,3.0,3.0
1979,2.0,2.0
1980,2.0,2.0
1981,1.0,1.0
1982,3.0,3.0
1983,2.0,2.0
1984,1.0,1.0
1985,3.0,3.0
1986,3.0,3.0
1987,2.0,2.0
1988,3.0,3.0
1989,2.0,2.0
1990,3.0,3.0
1991,1.0,1.0
1992,2.0,2.0
1993,1.0,1.0
1994,3.0,3.0
1995,1.0,1.0
1996,3.0,3.0
1997,2.0,2.0
1998,2.0,2.0
1999,3.0,3.0
2000,2.0,2.0
2001,1.0,1.0
2002,1.0,1.0
2003,1.0,1.0
2004,2.0,2.0
2005,3.0,3.0
2006,1.0,1.0
2007,1.0,1.0
2008,1.0,1.0
2009,1.0,1.0
2010,2.0,2.0
2011,3.0,3.0
2012,3.0,3.0
2013,1.0,1.0
2014,3.0,3.0
2015,3.0,3.0
2016,2.0,2.0
2017,3.0,3.0
2018,1.0,1.0
2019,1.0,1.0
2020,3.0,3.0
2021,3.0,3.0
2022,3.0,3.0
2023,1.0,1.0
2024,3.0,3.0
2025,3.0,3.0
2026,1.0,1.0
2027,1.0,1.0
2028,3.0,3.0
2029,3.0,3.0
2030,3.0,3.0
2031,3.0,3.0
2032,1.0,1.0
2033,3.0,3.0
2034,2.0,2.0
2035,1.0,1.0
2036,3.0,3.0
2037,2.0,2.0
2038,1.0,1.0
2039,1.0,1.0
2040,2.0,2.0
2041,3.0,3.0
2042,1.0,1.0
2043,2.0,2.0
2044,3.0,3.0
2045,1.0,1.0
2046,1.0,1.0
2047,1.0,1.0
2048,3.0,3.0
2049,1.0,1.0
2050,2.0,2.0
2051,1.0,1.0
2052,3.0,3.0
2053,1.0,1.0
2054,1.0,1.0
2055,3.0,3.0
2056,3.0,3.0
2057,3.0,3.0
2058,1.0,1.0
2059,3.0,3.0
2060,1.0,1.0
2061,3.0,3.0
2062,3.0,3.0
2063,2.0,2.0
2064,2.0,2.0
2065,3.0,3.0
2066,2.0,2.0
2067,2.0,2.0
2068,1.0,1.0
2069,1.0,1.0
2070,1.0,1.0
2071,1.0,1.0
2072,1.0,1.0
2073,2.0,2.0
2074,1.0,1.0
2075,3.0,3.0
2076,1.0,1.0
2077,2.0,2.0
2078,3.0,3.0
2079,1.0,1.0
2080,2.0,2.0
2081,2.0,2.0
2082,1.0,1.0
2083,3.0,3.0
2084,1.0,1.0
2085,3.0,3.0
2086,1.0,1.0
2087,2.0,2.0
2088,1.0,1.0
2089,1.0,1.0
2090,3.0,3.0
2091,1.0,1.0
2092,2.0,2.0
2093,3.0,3.0
2094,3.0,3.0
2095,1.0,1.0
2096,1.0,1.0
2097,3.0,3.0
2098,1.0,1.0
2099,1.0,1.0
2100,1.0,1.0
2101,2.0,2.0
2102,2.0,2.0
2103,2.0,2.0
2104,2.0,2.0
2105,1.0,1.0
2106,2.0,2.0
2107,3.0,3.0
2108,2.0,2.0
2109,2.0,2.0
2110,3.0,3.0
2111,2.0,2.0
2112,1.0,1.0
2113,1.0,1.0
2114,3.0,3.0
2115,2.0,2.0
2116,3.0,3.0
2117,1.0,1.0
2118,2.0,2.0
2119,1.0,1.0
2120,3.0,3.0
2121,2.0,2.0
2122,1.0,1.0
2123,1.0,1.0
2124,2.0,2.0
2125,1.0,1.0
2126,2.0,2.0
2127,2.0,2.0
2128,2.0,2.0
2129,3.0,3.0
2130,2.0,2.0
2131,3.0,3.0
2132,1.0,1.0
2133,2.0,2.0
2134,1.0,1.0
2135,3.0,3.0
2136,3.0,3.0
2137,2.0,2.0
2138,3.0,3.0
2139,1.0,1.0
2140,3.0,3.0
2141,2.0,2.0
2142,1.0,1.0
2143,1.0,1.0
2144,2.0,2.0
2145,3.0,3.0
2146,2.0,2.0
2147,2.0,2.0
2148,3.0,3.0
2149,3.0,3.0
2150,3.0,3.0
2151,2.0,2.0
2152,2.0,2.0
2153,1.0,1.0
2154,3.0,3.0
2155,1.0,1.0
2156,1.0,1.0
2157,3.0,3.0
2158,1.0,1.0
2159,2.0,2.0
2160,2.0,2.0
2161,2.0,2.0
2162,2.0,2.0
2163,1.0,1.0
2164,2.0,2.0
2165,2.0,2.0
2166,1.0,1.0
2167,1.0,1.0
2168,3.0,3.0
2169,2.0,2.0
2170,3.0,3.0
2171,2.0,2.0
2172,1.0,1.0
2173,2.0,2.0
2174,2.0,2.0
2175,1.0,1.0
2176,1.0,1.0
2177,1.0,1.0
2178,1.0,1.0
2179,3.0,3.0
2180,2.0,2.0
2181,3.0,3.0
2182,2.0,2.0
2183,3.0,3.0
2184,3.0,3.0
2185,1.0,1.0
2186,2.0,2.0
2187,1.0,1.0
2188,1.0,1.0
2189,1.0,1.0
2190,1.0,1.0
2191,1.0,1.0
2192,1.0,1.0
2193,3.0,3.0
2194,2.0,2.0
2195,3.0,3.0
2196,2.0,2.0
2197,3.0,3.0
2198,1.0,1.0
2199,1.0,1.0
2200,1.0,1.0
2201,1.0,1.0
2202,1.0,1.0
2203,2.0,2.0
2204,3.0,3.0
2205,1.0,1.0
2206,3.0,3.0
2207,3.0,3.0
2208,1.0,1.0
2209,1.0,1.0
2210,3.0,3.0
2211,2.0,2.0
2212,2.0,2.0
2213,3.0,3.0
2214,1.0,1.0
2215,2.0,2.0
2216,1.0,1.0
2217,3.0,3.0
2218,1.0,1.0
2219,1.0,1.0
2220,1.0,1.0
2221,2.0,2.0
2222,3.0,3.0
2223,3.0,3.0
2224,2.0,2.0
2225,3.0,3.0
2226,3.0,3.0
2227,1.0,1.0
2228,1.0,1.0
2229,3.0,3.0
2230,1.0,1.0
2231,2.0,2.0
2232,1.0,1.0
2233,1.0,1.0
2234,3.0,3.0
2235,1.0,1.0
2236,2.0,2.0
2237,1.0,1.0
2238,1.0,1.0
2239,1.0,1.0
2240,1.0,1.0
2241,1.0,1.0
2242,2.0,2.0
2243,3.0,3.0
2244,3.0,3.0
2245,2.0,2.0
2246,3.0,3.0
2247,2.0,2.0
2248,3.0,3.0
2249,1.0,1.0
2250,1.0,1.0
2251,2.0,2.0
2252,2.0,2.0
2253,3.0,3.0
2254,1.0,1.0
2255,1.0,1.0
2256,2.0,2.0
2257,3.0,3.0
2258,2.0,2.0
2259,1.0,1.0
2260,2.0,2.0
2261,3.0,3.0
2262,1.0,1.0
2263,2.0,2.0
2264,3.0,3.0
2265,1.0,1.0
2266,1.0,1.0
2267,1.0,1.0
2268,2.0,2.0
2269,1.0,1.0
2270,1.0,1.0
2271,1.0,1.0
2272,2.0,2.0
2273,3.0,3.0
2274,1.0,1.0
2275,2.0,2.0
2276,2.0,2.0
2277,3.0,3.0
2278,3.0,3.0
2279,2.0,2.0
2280,1.0,1.0
2281,1.0,1.0
2282,3.0,3.0
2283,2.0,2.0
2284,1.0,1.0
2285,1.0,1.0
2286,3.0,3.0
2287,1.0,1.0
2288,3.0,3.0
2289,2.0,2.0
2290,3.0,3.0
2291,3.0,3.0
2292,3.0,3.0
2293,2.0,2.0
2294,1.0,1.0
2295,2.0,2.0
2296,1.0,1.0
2297,3.0,3.0
2298,2.0,2.0
2299,2.0,2.0
2300,2.0,2.0
2301,1.0,1.0
2302,1.0,1.0
2303,1.0,1.0
2304,3.0,3.0
2305,3.0,3.0
2306,2.0,2.0
2307,1.0,1.0
2308,1.0,1.0
2309,1.0,1.0
2310,2.0,2.0
2311,2.0,2.0
2312,1.0,1.0
2313,1.0,1.0
2314,1.0,1.0
2315,1.0,1.0
2316,1.0,1.0
2317,1.0,1.0
2318,1.0,1.0
2319,2.0,2.0
2320,2.0,2.0
2321,2.0,2.0
2322,2.0,2.0
2323,3.0,3.0
2324,3.0,3.0
2325,2.0,2.0
2326,2.0,2.0
2327,3.0,3.0
2328,1.0,1.0
2329,1.0,1.0
2330,3.0,3.0
2331,2.0,2.0
2332,1.0,1.0
2333,1.0,1.0
2334,3.0,3.0
2335,1.0,1.0
2336,1.0,1.0
2337,1.0,1.0
2338,1.0,1.0
2339,1.0,1.0
2340,1.0,1.0
2341,1.0,1.0
2342,3.0,3.0
2343,1.0,1.0
2344,1.0,1.0
2345,1.0,1.0
2346,2.0,2.0
2347,2.0,2.0
2348,3.0,3.0
2349,1.0,1.0
2350,3.0,3.0
2351,1.0,1.0
2352,2.0,2.0
2353,1.0,1.0
2354,1.0,1.0
2355,2.0,2.0
2356,3.0,3.0
2357,1.0,1.0
2358,2.0,2.0
2359,3.0,3.0
2360,3.0,3.0
2361,2.0,2.0
2362,1.0,1.0
2363,3.0,3.0
2364,1.0,1.0
2365,1.0,1.0
2366,2.0,2.0
2367,2.0,2.0
2368,2.0,2.0
2369,3.0,3.0
2370,3.0,3.0
2371,3.0,3.0
2372,3.0,3.0
2373,2.0,2.0
2374,2.0,2.0
2375,1.0,1.0
2376,1.0,1.0
2377,1.0,1.0
2378,1.0,1.0
2379,2.0,2.0
2380,3.0,3.0
2381,1.0,1.0
2382,2.0,2.0
2383,3.0,3.0
2384,3.0,3.0
2385,3.0,3.0
2386,3.0,3.0
2387,1.0,1.0
2388,1.0,1.0
2389,3.0,3.0
2390,1.0,1.0
2391,2.0,2.0
2392,1.0,1.0
2393,2.0,2.0
2394,2.0,2.0
2395,2.0,2.0
2396,2.0,2.0
2397,1.0,1.0
2398,1.0,1.0
2399,2.0,2.0
2400,2.0,2.0
2401,1.0,1.0
2402,1.0,1.0
2403,1.0,1.0
2404,2.0,2.0
2405,3.0,3.0
2406,3.0,3.0
2407,2.0,2.0
2408,1.0,1.0
2409,2.0,2.0
2410,2.0,2.0
2411,3.0,3.0
2412,1.0,1.0
2413,2.0,2.0
2414,3.0,3.0
2415,1.0,1.0
2416,2.0,2.0
2417,3.0,3.0
2418,3.0,3.0
2419,3.0,3.0
2420,3.0,3.0
2421,2.0,2.0
2422,1.0,1.0
2423,1.0,1.0
2424,2.0,2.0
2425,2.0,2.0
2426,3.0,3.0
2427,1.0,1.0
2428,1.0,1.0
2429,2.0,2.0
2430,1.0,1.0
2431,2.0,2.0
2432,3.0,3.0
2433,3.0,3.0
2434,2.0,2.0
2435,1.0,1.0
2436,2.0,2.0
2437,3.0,3.0
2438,3.0,3.0
2439,3.0,3.0
2440,1.0,1.0
2441,3.0,3.0
2442,2.0,2.0
2443,1.0,1.0
2444,3.0,3.0
2445,1.0,1.0
2446,3.0,3.0
2447,1.0,1.0
2448,1.0,1.0
2449,2.0,2.0
2450,3.0,3.0
2451,3.0,3.0
2452,3.0,3.0
2453,1.0,1.0
2454,1.0,1.0
2455,3.0,3.0
2456,3.0,3.0
2457,1.0,1.0
2458,1.0,1.0
2459,1.0,1.0
2460,2.0,2.0
2461,1.0,1.0
2462,1.0,1.0
2463,2.0,2.0
2464,2.0,2.0
2465,2.0,2.0
2466,2.0,2.0
2467,2.0,2.0
2468,3.0,3.0
2469,3.0,3.0
2470,1.0,1.0
2471,3.0,3.0
2472,3.0,3.0
2473,2.0,2.0
2474,1.0,1.0
2475,2.0,2.0
2476,2.0,2.0
2477,2.0,2.0
2478,3.0,3.0
2479,3.0,3.0
2480,2.0,2.0
2481,1.0,1.0
2482,2.0,2.0
2483,1.0,1.0
2484,3.0,3.0
2485,3.0,3.0
2486,1.0,1.0
2487,1.0,1.0
2488,1.0,1.0
2489,1.0,1.0
2490,3.0,3.0
2491,1.0,1.0
2492,1.0,1.0
2493,3.0,3.0
2494,2.0,2.0
2495,2.0,2.0
2496,2.0,2.0
2497,3.0,3.0
2498,2.0,2.0
2499,1.0,1.0
2500,2.0,2.0
2501,1.0,1.0
2502,3.0,3.0
2503,3.0,3.0
2504,2.0,2.0
2505,1.0,1.0
2506,1.0,1.0
2507,2.0,2.0
2508,2.0,2.0
2509,2.0,2.0
2510,1.0,1.0
2511,2.0,2.0
2512,1.0,1.0
2513,1.0,1.0
2514,1.0,1.0
2515,2.0,2.0
2516,2.0,2.0
2517,3.0,3.0
2518,1.0,1.0
2519,1.0,1.0
2520,1.0,1.0
2521,1.0,1.0
2522,1.0,1.0
2523,3.0,3.0
2524,1.0,1.0
2525,3.0,3.0
2526,3.0,3.0
2527,2.0,2.0
2528,1.0,1.0
2529,1.0,1.0
2530,2.0,2.0
2531,2.0,2.0
2532,1.0,1.0
2533,1.0,1.0
2534,2.0,2.0
2535,2.0,2.0
2536,3.0,3.0
2537,1.0,1.0
2538,2.0,2.0
2539,3.0,3.0
2540,1.0,1.0
2541,2.0,2.0
2542,3.0,3.0
2543,1.0,1.0
2544,1.0,1.0
2545,2.0,2.0
2546,2.0,2.0
2547,2.0,2.0
2548,1.0,1.0
2549,3.0,3.0
2550,3.0,3.0
2551,2.0,2.0
2552,1.0,1.0
2553,3.0,3.0
2554,1.0,1.0
2555,1.0,1.0
2556,1.0,1.0
2557,1.0,1.0
2558,3.0,3.0
2559,3.0,3.0
2560,2.0,2.0
2561,3.0,3.0
2562,1.0,1.0
2563,3.0,3.0
2564,1.0,1.0
2565,1.0,1.0
2566,2.0,2.0
2567,3.0,3.0
2568,3.0,3.0
2569,1.0,1.0
2570,2.0,2.0
2571,2.0,2.0
2572,1.0,1.0
2573,2.0,2.0
2574,3.0,3.0
2575,1.0,1.0
2576,1.0,1.0
2577,3.0,3.0
2578,1.0,1.0
2579,1.0,1.0
2580,1.0,1.0
2581,2.0,2.0
2582,2.0,2.0
2583,3.0,3.0
2584,1.0,1.0
2585,1.0,1.0
2586,1.0,1.0
2587,3.0,3.0
2588,3.0,3.0
2589,2.0,2.0
2590,2.0,2.0
2591,3.0,3.0
2592,2.0,2.0
2593,1.0,1.0
2594,1.0,1.0
2595,1.0,1.0
2596,2.0,2.0
2597,3.0,3.0
2598,3.0,3.0
2599,1.0,1.0
2600,2.0,2.0
2601,1.0,1.0
2602,1.0,1.0
2603,2.0,2.0
2604,2.0,2.0
2605,1.0,1.0
2606,1.0,1.0
2607,2.0,2.0
2608,1.0,1.0
2609,3.0,3.0
2610,1.0,1.0
2611,3.0,3.0
2612,2.0,2.0
2613,1.0,1.0
2614,3.0,3.0
2615,3.0,3.0
2616,3.0,3.0
2617,2.0,2.0
2618,2.0,2.0
2619,3.0,3.0
2620,3.0,3.0
2621,2.0,2.0
2622,2.0,2.0
2623,1.0,1.0
2624,3.0,3.0
2625,3.0,3.0
2626,1.0,1.0
2627,2.0,2.0
2628,1.0,1.0
